id,type,title,display_entry,abstract,link,extent,date
7050560,696,Three songs (op. 5) [music] / Neil Clifton.,"Clifton, Neil. Three songs (op. 5) [music] / Neil Clifton.","",http://www.worldcat.org/oclc/224580969,1 facsimile score (67 p.) ; 37 cm.,
6447147,696,"Records of the U.S. Geological Survey. 1839 - 2008. Hayden Survey, William H. Jackson, Photographs. 1869 - 1878. Trail in the San Juan Mountains. Cunningham Gulch. Colorado","Records of the U.S. Geological Survey. 1839 - 2008. Hayden Survey, William H. Jackson, Photographs. 1869 - 1878. Trail in the San Juan Mountains. Cunningham Gulch. Colorado",,https://catalog.archives.gov/id/517106,,
7699758,696,"[Oficios] 1819 Ene. 1, Lima.","Pezuela, Joaquín de la, 1761-1830. [Oficios] 1819 Ene. 1, Lima.",Respuestas a solicitud de armamentos para la defensa de Perú. ,http://www.worldcat.org/oclc/55312235,p. 531 encuadernada ; 31 cm.,
7484679,696,Owinu Malkenu.,"Kwartin, Zavel, 1874-1953. Owinu Malkenu.","",http://www.worldcat.org/oclc/429164879,6 p.,
7819862,696,"The Apiculture Short Course at the O.A.C., OAC Review, V.23, No.9, June 1911, p.483-484. 1911.","OAC Review Index. The Apiculture Short Course at the O.A.C., OAC Review, V.23, No.9, June 1911, p.483-484.","",http://www.worldcat.org/oclc/625427397,2 p. : ill.,
6971950,696,"Cuevas, Jose Luis, 1934- : [miscellaneous ephemeral material].","Cuevas, Jose Luis, 1934- : [miscellaneous ephemeral material].","The folder may include clippings, announcements, small exhibition catalogs, and other ephemeral items. ",http://www.worldcat.org/oclc/198787694,1 folder.,
7119831,696,"Remembrances for order and decency to be kept in the Upper House of Parliament by the Lords when His Majesty is not there, leaving the solemnity belonging to His Majesty's coming to be marshall'd by those Lords to whom it more properly appertains, [17--].","Great Britain. Parliament. Remembrances for order and decency to be kept in the Upper House of Parliament by the Lords when His Majesty is not there, leaving the solemnity belonging to His Majesty's coming to be marshall'd by those Lords to whom it more properly appertains, [17--].","Compilation of orders and rules governing procedure and decorum, 1621-1763. ",http://www.worldcat.org/oclc/237364888,1 v. ; 19 cm.,
7736125,696,Women in the Attic inscriptions. 1914.,"Van Wert, Susan Evens. Women in the Attic inscriptions.","",http://www.worldcat.org/oclc/56166707,1 v.,
8100443,696,"Haviva Pedaya, Israeli author and poet.","Zwecker, Yossi. 880-01 Haviva Pedaya, Israeli author and poet.","",http://www.worldcat.org/oclc/730055148,7 photographs.,
6596153,696,"""CONFESSIONALE fratris Antonii de Florentia,"" [St. Antoninus, Archbishop of Florence, 1446-1459]; in three parts, with an alphabetical index. The rules and forms in matters of excommunication and absolution which occur at the end of the Confessionale... 15th century","""CONFESSIONALE fratris Antonii de Florentia,"" [St. Antoninus, Archbishop of Florence, 1446-1459]; in three parts, with an alphabetical index. The rules and forms in matters of excommunication and absolution which occur at the end of the Confessionale..., 15th century","",http://searcharchives.bl.uk/primo_library/libweb/action/search.do?srt=rank&ct=search&mode=Basic&indx=1&vl(freeText0)=040-002096541&fn=search&vid=IAMS_VU2,1 item,
8179564,696,"Papers, 1932-1995","Lubsen, Rudolph J. Papers, 1932-1995","Rudolph ""Rud"" J. Lubsen was born January 17, 1908, in Maurice, Iowa.  He received his B.S. (1930) and M.S. (1932) in civil engineering from Iowa State College (University).  After graduation, Lubsen was a bridge designer (1930-1931, 1934-1936) for the Iowa State Highway Commission and Instructor (1936-1940) of engineering at Graceland College, Iowa.  He also worked as a designer (1932-1933) for the Pittsburgh Steel Company in Des Moines, Iowa.  Lubsen joined the staff at Iowa State College (University) as Instructor (1941-1943) and then Assistant Professor (1948-1951) in the department of civil engineering.  He was promoted in that department to Associate Professor (1951-1973) and Professor (1973-1975).  Lubsen was director of the Iowa State Surveying Summer Camp (""Camp Marston"") for a number of years until it closed in the 1960s.  As a registered Professional Engineer and Land Surveyor, Lubsen was active in a number of professional organizations.  He was a member of the Society of Land Surveyors of Iowa, the Iowa Engineering Society, and the American Society of Professional Engineers.  Lubsen received the John J. Reineke Service Award (1993) from the Society of Land Surveyors of Iowa and the Outstanding Civil Engineer Award (1975, 1989) from the Iowa Engineering Society.  He taught workshops for practicing surveyors and was a key expert witness in the Missouri River boundary dispute between the State of Iowa and the State of Nebraska.  Lubsen died on August 2, 1995, in Morrison, Colorado. ",http://www.worldcat.org/oclc/76878106,0.42 linear ft. (1 document box),
7378411,696,For Jim Callahan / Steve Richmond. 1985.,"Richmond, Steve. For Jim Callahan / Steve Richmond.","",http://www.worldcat.org/oclc/36248910,p. 15-26 ; 22 cm.,
8095461,696,Miscellaneous papers.,"Proctor, William L. Miscellaneous papers.","",http://www.worldcat.org/oclc/726772504,,
8031011,696,"Stanford University, Dept. of Music, records, 1960-1963.","Stanford University. Dept. of Music. Stanford University, Dept. of Music, records, 1960-1963.","Records primarily pertain to radio programs produced by the Music Department and broadcast by commercial radio stations, 1960-63, and include drafts of scripts, complete programs and interviews with some evaluations made of the tapes. ",http://www.worldcat.org/oclc/703639324,.25 linear foot.,
6446240,696,"Anna Eleanor Roosevelt Papers. 1860 - 1964. Correspondence with Harry S. Truman. 1945 - 1962. Harry S. Truman, 1945-May 1947. 1945 - 1962. Letter from Harry S. Truman to Eleanor Roosevelt","Anna Eleanor Roosevelt Papers. 1860 - 1964. Correspondence with Harry S. Truman. 1945 - 1962. Harry S. Truman, 1945-May 1947. 1945 - 1962. Letter from Harry S. Truman to Eleanor Roosevelt",,https://catalog.archives.gov/id/4708784,,
8156214,696,Concerto en fa majeur pour piano et orchestre.,"Gershwin, George, 1898-1937. Concerto en fa majeur pour piano et orchestre.","",http://www.worldcat.org/oclc/765041257,,
7900858,696,"Letter, 1831.","Brande, William Thomas, 1788-1866. Letter, 1831.","",http://www.worldcat.org/oclc/63644709,3 items (4 leaves).,
7589732,696,Venilia / Otto Luening ; [words by William Sharpe]. [195-?],"Luening, Otto, 1900-1996. Venilia / Otto Luening ; [words by William Sharpe].","",http://www.worldcat.org/oclc/48137270,1 score (5 p.),
6781579,696,"Published records, 1886-1901.","Minnesota. State Board of Corrections and Charities. Published records, 1886-1901.","",http://www.worldcat.org/oclc/122595321,partial box.,
7553210,696,"Philena Patterson autograph album, 1845-1858.","Philena Patterson autograph album, 1845-1858.","This autograph album contains fifty-two autographed inscriptions of love and friendship from friends and family living in Drumore, Sewickley, Oxford, Middletown, Fulton, and Fairview, Pennsylvania, and Morgan, Ohio. Also, includes three hand-painted floral prints. ",http://www.worldcat.org/oclc/45403797,1 v. (56 p.) : calf ; 20 cm.,
6389920,696,Albert E. Geltz papers 1919.,"Albert E. Geltz papers, 1919.","Soldier from Detroit, Mich., member of Co. H, 339th U.S. Infantry who served in the Allied intervention in Russia, 1918-1920, the ""Polar Bear Expedition."" Collection includes list of members of Co. H; and miscellanea relating to the Polar Bear expedition.",http://quod.lib.umich.edu/b/bhlead/umich-bhl-86548?rgn=main;view=text,1  folder,
7889358,696,Eventide / words & music by Frances B. Cole. [19--],"Cole, Frances B. Eventide / words & music by Frances B. Cole.","",http://www.worldcat.org/oclc/63553592,1 ms. score ([3] p.) ; 32 cm.,
6881150,696,"Charles Melville Fay papers, 1861(ca.)-1865(ca.).","Charles Melville Fay. Charles Melville Fay papers, 1861(ca.)-1865(ca.).",Civil War diary and letters of Charles Melville Fay. ,http://www.worldcat.org/oclc/155533397,"1 vol., 10 items",
6749940,696,"Office files of The American Poetry Review, 1992-1994.","Equi, Elaine. Office files of The American Poetry Review, 1992-1994.","Comprises 4 items, 4 leaves correspondence plus manuscripts for publication. Oversize galleys in folder 5218. ",http://www.worldcat.org/oclc/122526264,1 folder.,
8193861,696,"Court records [microform], 1826-1845.","Laurel County (Ky.). County Clerk. Court records [microform], 1826-1845.","",http://www.worldcat.org/oclc/773695341,1 microfilm reel ; 35 mm.,
7816420,696,"Burroughs Corporation strike crime reports, 1975.","Burroughs Corporation. Burroughs Corporation strike crime reports, 1975.","Collection consists of computer printouts, memos, and correspondence relating to the violence and vandalism against Burroughs during the strike. ",http://www.worldcat.org/oclc/62490479,0.4 cubic ft.,
7399931,696,String quartet no. 1 / Michael Mathis. c1995.,"Mathis, Michael R. String quartet no. 1 / Michael Mathis.","",http://www.worldcat.org/oclc/38073942,1 score (42 p.) ; 28 cm.,
6380016,696,Hash Pipes 1970,"Hash Pipes, 1970",Anonymous student was a student of folklore at the University of Oregon. This collection includes an essay and fieldwork documentation relating to this student's folklore fieldwork project.,http://nwda.orbiscascade.org/ark:/80444/xv86758,0.02 linear feet,
6515225,696,"Paramount Pictures, Inc., Collection. 1951 - 1951. Motion Picture Newsreel Films. 10/1941 - 3/1957. PARAMOUNT NEWS [FEB. 15]","Paramount Pictures, Inc., Collection. 1951 - 1951. Motion Picture Newsreel Films. 10/1941 - 3/1957. PARAMOUNT NEWS [FEB. 15]",,https://catalog.archives.gov/id/99471,,
6977689,696,"Lutnick, Jane : [miscellaneous ephemeral material].","Lutnick, Jane : [miscellaneous ephemeral material].","The folder may include clippings, announcements, small exhibition catalogs, and other ephemeral items. ",http://www.worldcat.org/oclc/199081920,1 folder.,
6360256,696,"Anne Tyler Papers, 1958-2010","Anne Tyler Papers, 1958-2010","Pulitzer Prize winning author of , , , , and other popular novels. The Accidental Tourist Breathing Lessons Celestial Navigation Ladder of Years Collection includes manuscript drafts, printed material, holograph manuscripts and typescripts of Tyler's novels and short stories, including ; clippings of articles about Tyler and her writings; serials containing articles by or about Tyler and her work; correspondence between Tyler and her publishers; and materials regarding adaptations of her novels, including the movie . Later additions include holograph manuscripts of and ; an advance uncorrected proof of (2001); drafts for , , and ; correspondence between Tyler and her editors and agents; publicity materials; some Tyler family correspondence; book reviews; and book covers. Dinner at the Homesick Restaurant The Accidental Tourist A Patchwork Planet Noah's Compass Back When We Were Grownups Digging to America The Amateur Marriage Back When We Were Grownups",http://library.duke.edu/rubenstein/findingaids/tyleranne/,12 Linear Feet; 8000 Items,
7269216,696,"Minutes, 1808-1825.","Gwynedd Monthly Meeting (Society of Friends : 1714-1827). Committee on Sufferings. Minutes, 1808-1825.","Minute book also contains accounts of sufferings, 1807-1825. ",http://www.worldcat.org/oclc/29233541,1 v. ([55] p.) ; 20 cm.,
6446318,696,Robert L. Schulz Papers. 1937 - 1980. Appointment Books,Robert L. Schulz Papers. 1937 - 1980. Appointment Books,,https://catalog.archives.gov/id/4718962,,
7118336,696,"Composition book, 1853-1855.","Zorn, Antoine. Composition book, 1853-1855.","Collection of polkas and waltzes composed or copied by Antoine Zorn in Strabourg, France, 1853-1855. ",http://www.worldcat.org/oclc/237243339,1 item ; 27 x 35 cm.,
7079087,696,"[E.W. Grove, biographical materials] 1902-","[E.W. Grove, biographical materials]","",http://www.worldcat.org/oclc/22615647,1 folder.,
7818016,696,"Advertisements, OAC Review, v.34, no.12, Aug. 1922, p.vii, ix, xvii, xviii. 1922.","OAC Review Index. Advertisements, OAC Review, v.34, no.12, Aug. 1922, p.vii, ix, xvii, xviii.","",http://www.worldcat.org/oclc/625312601,4 p.,
6938308,696,"Autograph book, 1857-1863.","Greeley, Eliza. Autograph book, 1857-1863.",Autograph and verse book of Eliza Greeley kept from 1857-1863. ,http://www.worldcat.org/oclc/18110222,1 vol.,
7097690,696,[Collection of Brazilian literatura de cordel : 2008 acquisitions.] 2008,"Barros, Leandro Gomes de.*. [Collection of Brazilian literatura de cordel : 2008 acquisitions.]","Literatura de cordel is a genre of folk literature popular in the northeastern region of Brazil. ""...there is a large and vibrant printed literature known as literatura de cordel (the name refers to the cord on which the little booklets were customarily suspended for display.)"" Popular topics include ""a wide array of journalistic accounts, religious fables, comic escapades, and love and adventure stories which might feature regional figures such as the northeastern bandits known as cangaceiros."" (Candace Slater, The Cambridge history of Latin American literature, 1996, pp. 315-316.) ",http://www.worldcat.org/oclc/232357669,"12 pamphlets : ill., 16 cm. each",
7405076,696,"Fiscal Court minutes, 1893-1916 [microform].","Fulton County (Ky.). County Clerk. Fiscal Court minutes, 1893-1916 [microform].","",http://www.worldcat.org/oclc/38499687,1 v.,
6364728,696,Building and Building  Dedications 1890-2006 1915-2005,"Building and Building Dedications, 1890-2006, 1915-2005","Folios describe buildings and ancillary  sites on the campuses at Sumner, Tacoma and Spokane, Washington.",http://nwda.orbiscascade.org/ark:/80444/xv04807,2 cu. ft.,
7524183,696,"[Annual reports], 1988-","Citizens' Scholarship Foundation of America. [Annual reports], 1988-","Annual reports detailing the accomplishments, programs, and financial information of the Foundation. ",http://www.worldcat.org/oclc/43462436,v.,
7643470,696,"Papers, 1911-1940.","Thomas, F. B. Papers, 1911-1940.","Collections of letters primarily written by F.B. Thomas and his wife, Carrie, to son Alfred and family about their farm and orchards in Cory (Colo.), life in Colorado and the Depression. ",http://www.worldcat.org/oclc/51763073,.5 linear ft. (1 box),
7050222,696,"[Erwin F. Smith, biographical materials] 1924-","[Erwin F. Smith, biographical materials]","",http://www.worldcat.org/oclc/22456367,1 folder.,
7395036,696,"Minutes, 1990-1995.","Newton Monthly Meeting (Society of Friends : 1949- : Camden, N.J.). Minutes, 1990-1995.","Minutes of Newton Monthly Meeting, 1990-1995. ",http://www.worldcat.org/oclc/37609648,1 v. (in folder),
1322,696,"ET/XXVII/199, 7 mai 1736, traité d'office de notaire entre Louis Hargenvilliers et Louis-Claude Plastrier","ET/XXVII/199, 7 mai 1736, traité d'office de notaire entre Louis Hargenvilliers et Louis-Claude Plastrier",,"",,
6358192,696,Merze Vernie Tate Papers 1906-1995,"Merze Vernie Tate Papers, 1906-1995","",http://lgdata.s3-website-us-east-1.amazonaws.com/docs/1534/1083343/Tate__Merze_Vernie.pdf,35.0 Linear feet,
6633500,696,"Jerry and Roabie Johnson 'Save the Burros' Collection, 1980-1982.","Jerry and Roabie Johnson 'Save the Burros' Collection, 1980-1982.","The Jerry and Roabie Johnson 'Save the Burros' Collection contains        newspaper clippings, magazine articles, pamphlets and personal recollections of the Grand        Canyon burro removal.",http://www.azarchivesonline.org/xtf/view?docId=ead/nau/johnson_jerry_and_roabie.xml,"",
6604264,696,Whitwell Manor; co.Devon: Court-rolls: 1477-1631. Unspecified,Whitwell Manor; co.Devon: Court-rolls: 1477-1631.,"",http://searcharchives.bl.uk/primo_library/libweb/action/search.do?srt=rank&ct=search&mode=Basic&indx=1&vl(freeText0)=040-002138474&fn=search&vid=IAMS_VU2,1 item,
7844755,696,"Macdonald Institute Library Committee; Correspondence Related to Tours, Faculty, Meetings, Book Ordering, 1948-1968. 1948- 1968.","Macdonald Institute. Director. (1949-1969 : Mccready). Macdonald Institute Library Committee; Correspondence Related to Tours, Faculty, Meetings, Book Ordering, 1948-1968.","",http://www.worldcat.org/oclc/626506368,3Cm.,
6885821,696,"Office files of The American Poetry Review, n.d.","Libro, Antoinette. Office files of The American Poetry Review, n.d.",Comprises manuscripts for publication. ,http://www.worldcat.org/oclc/155860034,1 folder.,
7886747,696,"The Presbyterian Church of Dansville records, 1861-1899.","Presbyterian Church of Dansville (Dansville, N.Y.). The Presbyterian Church of Dansville records, 1861-1899.","One volume of session meeting minutes (1861-1899) with lists of baptisms, members and contributions; statistical annual reports (including membership information); narrative accounts (after 1866) of the spiritual condition of the church. ",http://www.worldcat.org/oclc/63534474,1 reel microfilm.,
8126824,696,"Papers of Teri McCannel Lamb Motley, 1956-2005.","Motley, Teri McCannel Lamb, 1943-. Papers of Teri McCannel Lamb Motley, 1956-2005.","Collection includes diaries, 1956-1962; personal correspondence; school notebooks and papers; medical records; writings, etc., from her time in Alcoholics Anonymous; school reports re: her children; etc. ",http://www.worldcat.org/oclc/751872215,"2.4 linear ft. (2 cartons, 1 file box)",
6437690,696,Records of the Bureau of Indian Affairs. 1793 - 1999. Record Of Applications Under The Act Of 1896. 1896 - 1897. 1896 Citizenship Application for Henry Pittsenbarger,Records of the Bureau of Indian Affairs. 1793 - 1999. Record Of Applications Under The Act Of 1896. 1896 - 1897. 1896 Citizenship Application for Henry Pittsenbarger,,https://catalog.archives.gov/id/275408,,
7013601,696,"[William J. Mueller, biographical materials] 1974-","[William J. Mueller, biographical materials]","",http://www.worldcat.org/oclc/21487650,1 folder.,
8157007,696,When the Saints go marchin' home.,"Price, Sammy, 1908-1992. When the Saints go marchin' home.","",http://www.worldcat.org/oclc/765056492,,
7990881,696,"Double dose [Multimédia multisupport] / Vince Vouyeur, réal. ; Sandra, Csila, Christina... [et al.], act.","Voyeur, Vince. Double dose [Multimédia multisupport] / Vince Vouyeur, réal. ; Sandra, Csila, Christina... [et al.], act.","",http://www.worldcat.org/oclc/690913796,,
7625103,696,"George Antheil letter to Johnny Green, 1954 Feb. 22.","Antheil, George, 1900-1959. George Antheil letter to Johnny Green, 1954 Feb. 22.","A typed letter signed by George Antheil, written to Johnny Green. ",http://www.worldcat.org/oclc/503597672,1 item.,
7620638,696,"Salmaso, Monica clippings.","Rodgers and Hammerstein Archives of Recorded Sound. Salmaso, Monica clippings.","",http://www.worldcat.org/oclc/501312777,1 folder.,
8336552,696,"Patient register, 1834-1872.","Maryland Hospital. Patient register, 1834-1872.","Record of patients.  Entries list name, admission date, residence, age, disease, and status (e.g., cured, relieved [improved], died, discharged, under care), as well as remarks.  Patient status summarized annually.  Males and females listed separately after 1858.  Later entries are less detailed.  Arranged chronologically. ",http://www.worldcat.org/oclc/86095757,.5 cubic ft.,
7680212,696,"[Skinner tract, Burke County (Ga.) survey]. 1770.","Chisholm, Thomas. [Skinner tract, Burke County (Ga.) survey].","",http://www.worldcat.org/oclc/547103282,1 ms. map : negative photocopy ; 9 x 15 cm.,
7450546,696,"Anton ""Tony"" Culum papers,  1953-1959","Culum, Anton, 1928-1979. Anton ""Tony"" Culum papers, 1953-1959","This collection consists of a manuscript written by Tony Colum in which he discusses his experiences working as a bartender (c. 1953 to 1959) for John Quigley at Quigley's Frontier Town, west of Helena, Montana. Anton Culum enlisted in the military at the end of World War II. ",http://www.worldcat.org/oclc/425784387,.1 linear ft.,
7015162,696,"Flavel Belcher letters, 1851-1857.","Belcher, Flavel. Flavel Belcher letters, 1851-1857.",Letters relate to Belcher's experiences as a miner and trader in California and as a member of Walker's filibustering expedition in Nicaragua. ,http://www.worldcat.org/oclc/215099823,1 portfolio.,
7759507,696,"A warning / G.W. Chadwick ; words by Edward Breck. 1888, c1889.","Chadwick, G. W. (George Whitefield), 1854-1931. A warning / G.W. Chadwick ; words by Edward Breck.","",http://www.worldcat.org/oclc/57135752,1 ms. score (2 p.) ; 34 cm.,
7188681,696,"Document signed : Nice, 1794 Oct. 14.","Turreau, Louis, 1760-1796. Document signed : Nice, 1794 Oct. 14.",Concerning food supplies for the hospitals. ,http://www.worldcat.org/oclc/270573594,1 item (1 p.) ; (4to),
8208359,696,"[Lectionary, Saint-Martial de Limoges] [microform] [10--?]","Catholic Church. [Lectionary, Saint-Martial de Limoges] [microform]","",http://www.worldcat.org/oclc/77995806,332 ms. leaves,
8056773,696,"Correspondence, 1861 Nov.-1865.","Davis, W. W. H. (William Watts Hart), 1820-1910. Correspondence, 1861 Nov.-1865.","Military correspondence (Sept. 1861-Sept. 1864) and Doylestown, Pa., correspondence (1865). ",http://www.worldcat.org/oclc/70965617,1 box.,
